0;741.919884;20000
1;753.134449;20000
2;783.766358;20000
3;738.379857;20000
4;743.555283;20000
5;742.558477;20000
6;759.136269;20000
7;783.078608;20000
8;738.716447;20000
9;744.399021;20000
10;741.768344;20000
11;758.071955;20000
12;785.449361;20000
13;739.761552;20000
14;745.054316;20000
15;741.220810;20000
16;753.696049;20000
17;784.940013;20000
18;738.704478;20000
19;745.382422;20000
20;740.810825;20000
21;754.522582;20000
22;785.965582;20000
23;737.731146;20000
24;744.495565;20000
25;740.661021;20000
26;757.772436;20000
27;785.586890;20000
28;738.989948;20000
29;742.663437;20000
